Request_ID,Staff_ID,Current_Status,Created_At,Last_Updated,Request_Reason,Manager_Reason,Document,User_Seen,Manager_Seen
1647,140103,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1648,151441,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1649,160325,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,WFH not suitable for this role.,[],True,True
1650,151443,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1651,151608,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1652,151494,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1653,140736,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1654,180005,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Company policy does not allow WFH on this day.,[],True,True
1655,151576,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1656,151499,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1657,150275,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1658,140102,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1659,190009,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1660,171026,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1661,150655,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1662,190018,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1663,160336,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Company policy does not allow WFH on this day.,[],True,True
1664,180037,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1665,140938,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1666,190046,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1667,151450,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1668,170238,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1669,160076,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1670,151485,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1671,190026,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1672,190047,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1673,151426,Rejected,2024-11-03,2024-11-03,Bad weather or traffic.,Team needs to collaborate in person.,[],True,True
1674,151612,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1675,160258,Rejected,2024-11-03,2024-11-03,Better work-life balance.,WFH not suitable for this role.,[],True,True
1676,151480,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1677,151571,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Team needs to collaborate in person.,[],True,True
1678,190059,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1679,151494,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1680,151502,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1681,140525,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1682,140901,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1683,150215,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1684,171013,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1685,151509,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1686,151549,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1687,151451,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1688,160338,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1689,190018,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1690,160298,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Request conflicts with other schedules.,[],True,True
1691,160338,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1692,151547,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1693,171047,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1694,190009,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1695,151458,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1696,151513,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1697,190038,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1698,140904,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1699,140886,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1700,150555,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1701,151415,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1702,140892,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1703,151416,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1704,151452,Rejected,2024-11-03,2024-11-03,Bad weather or traffic.,Company policy does not allow WFH on this day.,[],True,True
1705,171009,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1706,160302,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1707,170232,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1708,210026,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1709,140879,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
1710,151458,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1711,140905,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1712,190018,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1713,190087,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1714,160008,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1715,150148,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1716,160065,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1717,151563,Rejected,2024-11-03,2024-11-03,Can work during off-peak hours.,WFH not suitable for this role.,[],True,True
1718,151539,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1719,160314,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1720,150355,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1721,150126,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1722,180010,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1723,151483,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1724,160325,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1725,160333,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Team needs to collaborate in person.,[],True,True
1726,151440,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1727,180037,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1728,160334,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1729,160332,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Team needs to collaborate in person.,[],True,True
1730,190051,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1731,140944,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Request conflicts with other schedules.,[],True,True
1732,151266,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1733,190009,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1734,171018,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1735,150435,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1736,160142,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1737,160330,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1738,180022,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1739,180015,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1740,151527,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1741,151549,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1742,160336,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1743,150208,Rejected,2024-11-03,2024-11-03,Online training or conference.,Request conflicts with other schedules.,[],True,True
1744,160065,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Company policy does not allow WFH on this day.,[],True,True
1745,140941,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1746,151561,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1747,151512,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1748,160143,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1749,190070,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1750,150968,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1751,151510,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1752,140904,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1753,170166,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1754,151520,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1755,151459,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1756,160213,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1757,151603,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1758,171012,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1759,140933,Rejected,2024-11-03,2024-11-03,Personal errands.,Request conflicts with other schedules.,[],True,True
1760,151585,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1761,140938,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1762,190006,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1763,151547,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1764,151056,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1765,160297,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1766,190095,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1767,151590,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1768,151608,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1769,171042,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1770,140894,Rejected,2024-11-03,2024-11-03,More time for family or personal life.,WFH not suitable for this role.,[],True,True
1771,150233,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Team needs to collaborate in person.,[],True,True
1772,150162,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1773,190082,Rejected,2024-11-03,2024-11-03,Can work during off-peak hours.,Request conflicts with other schedules.,[],True,True
1774,151500,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1775,151537,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Company policy does not allow WFH on this day.,[],True,True
1776,140937,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1777,180003,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1778,190022,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1779,210032,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1780,150142,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1781,140910,Rejected,2024-11-03,2024-11-03,More time for family or personal life.,Insufficient justification for WFH.,[],True,True
1782,150095,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1783,190074,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1784,190032,Rejected,2024-11-03,2024-11-03,Home maintenance or repairs.,Insufficient justification for WFH.,[],True,True
1785,180004,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1786,151581,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1787,151584,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1788,151420,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1789,190017,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1790,150513,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1791,151602,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1792,140888,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1793,151431,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1794,160331,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1795,160339,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1796,171018,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1797,160329,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1798,151413,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1799,140948,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1800,160304,Rejected,2024-11-03,2024-11-03,Family obligations.,WFH not suitable for this role.,[],True,True
1801,151502,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1802,151436,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1803,190097,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1804,151537,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1805,190091,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1806,140893,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1807,151608,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1808,190077,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1809,150295,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1810,171030,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1811,160316,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1812,150608,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1813,160286,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1814,150976,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1815,210043,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1816,160301,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1817,171010,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1818,150342,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1819,140886,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1820,151407,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1821,151591,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1822,150075,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1823,151414,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1824,150398,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1825,210035,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1826,140736,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1827,210031,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1828,171038,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1829,151417,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1830,160286,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1831,150075,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1832,150095,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1833,151491,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1834,190042,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1835,190054,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1836,160145,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1837,151601,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1838,151450,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1839,160075,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1840,151411,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1841,151606,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1842,190024,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1843,210037,Rejected,2024-11-03,2024-11-03,Focused work environment at home.,WFH not suitable for this role.,[],True,True
1844,140911,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1845,190091,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1846,151495,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1847,151541,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1848,190054,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1849,180036,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1850,150245,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1851,151464,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1852,190014,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1853,140883,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1854,151581,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1855,160008,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Insufficient justification for WFH.,[],True,True
1856,210021,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1857,151440,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1858,140909,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1859,150162,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1860,180005,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1861,140927,Rejected,2024-11-03,2024-11-03,Personal errands.,Team needs to collaborate in person.,[],True,True
1862,180030,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1863,190045,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1864,170216,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1865,151430,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1866,170245,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1867,150168,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1868,210029,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1869,140893,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1870,150288,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1871,151607,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,WFH not suitable for this role.,[],True,True
1872,160286,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1873,190077,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Company policy does not allow WFH on this day.,[],True,True
1874,190069,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1875,151535,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1876,150233,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1877,151521,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1878,171034,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1879,190018,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1880,190079,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1881,140015,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1882,151457,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1883,160146,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1884,151459,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1885,140895,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
1886,210029,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1887,151465,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1888,160329,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1889,180019,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1890,180002,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Team needs to collaborate in person.,[],True,True
1891,151603,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1892,150216,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1893,151535,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1894,150245,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1895,150165,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1896,151536,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1897,151581,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1898,180026,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1899,151507,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1900,210001,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1901,190089,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1902,180029,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1903,150148,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,WFH not suitable for this role.,[],True,True
1904,160143,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1905,140886,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Team needs to collaborate in person.,[],True,True
1906,151485,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1907,151524,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1908,150118,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1909,160331,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1910,151561,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1911,150422,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1912,190003,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1913,150916,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1914,180030,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1915,151521,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1916,190058,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1917,160148,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1918,190016,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1919,160188,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1920,160282,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1921,190097,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
1922,190058,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1923,150976,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1924,150076,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1925,171031,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1926,180003,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1927,171029,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
1928,151608,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1929,150265,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
1930,151613,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1931,151612,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,Insufficient justification for WFH.,[],True,True
1932,210038,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1933,151468,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1934,151415,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1935,140927,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1936,150633,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1937,150428,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1938,160145,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
1939,190055,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1940,190024,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
1941,190028,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1942,150348,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
1943,150645,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1944,151607,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1945,160142,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
1946,150085,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
1947,190049,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1948,150168,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1949,151118,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1950,140933,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
1951,151468,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Team needs to collaborate in person.,[],True,True
1952,140937,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
1953,160328,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1954,150192,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
1955,151607,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1956,151436,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1957,210017,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1958,190018,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
1959,160294,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
1960,140929,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
1961,151580,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
1962,160155,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
1963,140935,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
1964,160290,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
1965,180030,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
1966,150345,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
1967,160145,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
